fn_name	evidence_kind	evidence	anchor
mcp/src/client.rs::initialize@189	existing-test	packages/mcp/test/ported/client-fixture.test.ts:173	expect(init.serverInfo.name).toBe("mock-server");
mcp/src/client.rs::tools_list@213	existing-test	packages/mcp/test/ported/client-fixture.test.ts:177	expect(tools.length).toBe(1);
mcp/src/client.rs::tools_call@232	existing-test	packages/mcp/test/ported/client-fixture.test.ts:181	expect(res.isError).toBe(false);
ai/src/providers/faux.rs::faux_assistant_message@71	existing-test	packages/ai/test/faux-provider.test.ts:42	expect(response.content).toEqual([{ type: "text", text: "hel
ai/src/providers/faux.rs::faux_text@47	existing-test	packages/ai/test/faux-provider.test.ts:62	expect(response.content).toEqual([
ai/src/providers/faux.rs::faux_tool_call@59	existing-test	packages/ai/test/faux-provider.test.ts:62	expect(response.content).toEqual([
ai/src/images.rs::images@6	existing-test	packages/coding-agent/test/block-images.test.ts:66	expect(result.content.length).toBeGreaterThanOrEqual(1);
ai/src/images_api_registry.rs::register_images_api_provider@27	new-test	packages/ai/test/ported/batch-d.test.ts:28	expect(getImagesApiProvider(api)?.api).toBe(api);
ai/src/images_api_registry.rs::get_images_api_provider@35	new-test	packages/ai/test/ported/batch-d.test.ts:32	expect(getImagesApiProvider("never-registered-api" as never)
ai/src/utils/validation.rs::validate@22	new-test	packages/ai/test/ported/batch-d.test.ts:72	expect(() => validateToolCall([tool], { id: "1", name: "nope
ai/src/utils/headers.rs::merge_headers@10	not-portable	Not exported here: mergeHeaders is a module-private function at providers/anthropic.ts:227 and is not on the public surface. Its behavior is covered indirectly by the anthropic user-agent and header tests, but nothing points at it directly.	
ai/src/utils/oauth/anthropic.rs::build_authorize_url@34	not-portable	No export of that name here: buildAuthorizeUrl has no hits. The authorize URL is assembled inline inside the oauth flow, and its byte-for-byte agreement with upstream is held by the assertions in packages/ai/test/anthropic-oauth.test.ts as a whole — that test's title says exactly that.	
ai/src/vertex_adc.rs::build_jwt@96	not-portable	No implementation of that name here: buildJwt has no hits. Vertex ADC JWT issuance goes through google-auth-library here rather than signing anything itself, so there is no corresponding function.	
ai/src/utils/node_http_proxy.rs::build_client@19	not-portable	No implementation of that name here: buildClient has no hits. The proxy client is constructed directly from undici's ProxyAgent (node-http-proxy.ts), without upstream's build_client wrapper.	
ai/src/utils/abort.rs::push_aborted@116	not-portable	No implementation of that name here: pushAborted has no hits. The empty assistant entry written on abort goes through the path declared as D13 (see intentional-divergences.md), with no separate push_aborted helper.	
ai/src/types.rs::is_terminal@539	not-portable	No implementation of that name here: isTerminal has no hits, the same shape as agent/src/harness/trigger.rs::is_terminal. Terminal states are decided by callers comparing the stopReason literal directly.	
ai/src/providers/images/openrouter.rs::generate@9	not-portable	Named differently here: upstream's generate is ImagesApiProvider.generateImages, wrapped at images-api-registry.ts:44. The openrouter image provider's own implementation exports no separately testable entry point.	
ai/src/utils/event_stream.rs::new@71	new-test	packages/ai/test/ported/batch-d.test.ts:97	expect(await stream.result()).toBe("empty");
ai/src/utils/event_stream.rs::close@54	new-test	packages/ai/test/ported/batch-d.test.ts:122	await expect(stream.result()).resolves.toBe("closed-explicit
ai/src/utils/event_stream.rs::is_closed@49	new-test	packages/ai/test/ported/batch-d.test.ts:111	expect(seen).toEqual([1, 2]);
mcp/src/protocol.rs::make_request@144	new-test	packages/mcp/test/ported/batch-d.test.ts:25	expect(makeRequest(1, "initialize", undefined).id).toBe(1);
mcp/src/protocol.rs::make_notification@157	new-test	packages/mcp/test/ported/batch-d.test.ts:38	expect("id" in makeNotification("notifications/cancelled", {
ai/src/event_stream.rs::content_type@56	not-portable	No implementation of that name here: reading the AWS eventstream `:content-type` header was not ported, for the same reason as event_type in the same file — the Bedrock binary frame path was not ported at all.	
ai/src/event_stream.rs::crc32@213	not-portable	No implementation of that name here: crc32 validation belongs to AWS eventstream binary frame parsing, a path that was not ported.	
ai/src/utils/aws_eventstream.rs::new@33	not-portable	No implementation of that name here: the AWS eventstream parser was not ported, as above.	
ai/src/bedrock_anthropic.rs::new@35	not-portable	No constructor of that name here: the Anthropic adaptation for Bedrock is carried by baseUrl routing in anthropic.ts, with no separate bedrock_anthropic client class.	
ai/src/types.rs::as_str@48	not-portable	No implementation of that name here: asStr has no hits, the same shape as agent/src/types.rs::as_str. The corresponding type here is a literal union, where the string is the value itself.	
ai/src/types.rs::known@23	not-portable	No implementation of that name here: known has no hits. The set of known models and providers is expressed by the constant tables in models.ts, with no known() predicate.	
ai/src/types.rs::text@269	not-portable	Named differently here: upstream's two text constructors — @269 on ContentBlock and @288 on another type — are both built as object literals here (`{type:"text", text}`), with no named constructor.	
ai/src/utils/abort.rs::sleep_or_abort@44	not-portable	Named differently here: sleepOrAbort is implemented under packages/ai/src but exports no testable entry point; the abort response during retry backoff is covered by retry.ts's behavior as a whole, where sendWithRetry already has evidence.	
ai/src/utils/sse.rs::new@29	not-portable	Named differently here: the SSE parser is the class at mcp/src/http.ts:200, constructed through capBytes. It lives outside the ai package and has no entry point corresponding one-to-one with upstream's sse.rs::new.	
ai/src/images_api_registry.rs::generate@13	not-portable	Named differently here: upstream's generate is ImagesApiProvider.generateImages, wrapped by wrapGenerateImages at registration (images-api-registry.ts:44).	
mcp/src/http.rs::new@81	not-portable	A private constructor here: HttpMcpTransport's constructor is private (http.ts:333) and instances can only be made through connect(), so there is no separately testable new.	
mcp/src/http.rs::connect@115	not-portable	Present here, but needs a real HTTP endpoint: connect() performs a network handshake that a hermetic test cannot cover. Its behavior is covered indirectly by the flow in http-fixture.test.ts, but no assertion points at connect itself.	
mcp/src/http.rs::set_auth@157	not-portable	Present here, but with no separate test surface: setAuth(auth) only stores the credential on the transport (http.ts:372); every effect appears in later request headers, which http-fixture's assertions already cover. A test for it alone could only assert that what went in comes back out — a tautology.	
mcp/src/stdio.rs::spawn@28	not-portable	Present here, but needs a real child process: spawn starts an MCP server process, which is awkward to cover hermetically; client-fixture.test.ts uses an in-memory transport rather than stdio.	
ai/src/types.rs::text@288	not-portable	Named differently here: upstream has two text constructors in types.rs (@269 and @288, in impl blocks for different types — the roster keys carry upstream line numbers precisely to tell them apart). Both are built as object literals here (`{type:"text", text}`), with no named constructor.	
coding-agent/src/builtin_skills.rs::available_builtin_names@50	existing-test	packages/coding-agent/test/builtin-skills.test.ts:19	expect(names).toEqual(sorted);
coding-agent/src/builtin_skills.rs::merge_with_user_project@196	existing-test	packages/coding-agent/test/builtin-skills.test.ts:118	expect(merged).toHaveLength(1);
coding-agent/src/builtin_skills.rs::parse_builtin_skills_config@215	existing-test	packages/coding-agent/test/builtin-skills.test.ts:153	expect(parseBuiltinSkillsConfig(text)).toEqual(["karpathy-gu
coding-agent/src/builtin_skills.rs::resolve_builtins@74	existing-test	packages/coding-agent/test/builtin-skill-wiring.test.ts:96	expect(names(loader)[0]).toBe("karpathy-guidelines");
coding-agent/src/config.rs::parse_relay_base_url@64	existing-test	packages/coding-agent/test/config-paths.test.ts:85	expect(parseRelayBaseUrl("")).toBe(DEFAULT_RELAY_BASE_URL);
coding-agent/src/config.rs::parse_trigger_poll_interval_secs@44	existing-test	packages/coding-agent/test/config-paths.test.ts:58	expect(parseTriggerPollIntervalSecs(text)).toBe(15);
coding-agent/src/config.rs::relay_base_url@79	existing-test	packages/coding-agent/test/config-paths.test.ts:196	await expect(relayBaseUrl()).resolves.toBe(DEFAULT_RELAY_BAS
coding-agent/src/export.rs::default_export_path@99	existing-test	packages/coding-agent/test/export.test.ts:169	expect(path).toBe(join(tempAgentDir, "exports", "session-abc
coding-agent/src/extensions.rs::iter@65	existing-test	packages/coding-agent/test/extensions-registry.test.ts:145	expect([...r.iter()].map((e) => e.name())).toEqual(["hello",
coding-agent/src/extensions.rs::register@61	existing-test	packages/coding-agent/test/extensions-registry.test.ts:59	expect(out.banners.length).toBe(1);
coding-agent/src/hooks.rs::handle_event@315	existing-test	packages/coding-agent/test/hooks.test.ts:270	expect(body).toBe("tool_end bash ");
coding-agent/src/bug_report.rs::redact@115	existing-test	packages/coding-agent/test/bug-report.test.ts:60	expect(r).not.toContain("sk-abcdefghij");
coding-agent/src/clipboard_image.rs::read_clipboard@26	existing-test	packages/coding-agent/test/clipboard-paste.test.ts:136	expect(paste.kind).toBe("image");
coding-agent/src/hooks.rs::is_empty@286	existing-test	packages/coding-agent/test/hooks.test.ts:194	expect(loaded.runner.isEmpty()).toBe(true);
coding-agent/src/local_models.rs::load_all@25	existing-test	packages/coding-agent/test/local-models.test.ts:337	expect(loaded.models.map((m) => m.baseUrl)).not.toContain("h
coding-agent/src/lsp.rs::did_open@183	existing-test	packages/coding-agent/test/lsp.test.ts:337	expect(pushed?.uri).toBe(uri);
coding-agent/src/lsp.rs::initialize@163	existing-test	packages/coding-agent/test/lsp.test.ts:324	expect(initResult).toEqual({ capabilities: {} });
coding-agent/src/lsp.rs::spawn@69	existing-test	packages/coding-agent/test/lsp.test.ts:324	expect(initResult).toEqual({ capabilities: {} });
coding-agent/src/mentions.rs::expand@26	existing-test	packages/coding-agent/test/mentions.test.ts:109	expect(result.prompt).toBe("just a regular prompt");
coding-agent/src/model_picker.rs::back@138	existing-test	packages/coding-agent/test/model-picker.test.ts:216	expect(p.back()).toBe(false); // back to providers…
coding-agent/src/model_picker.rs::down@101	existing-test	packages/coding-agent/test/model-picker.test.ts:208	expect(p.enter()).toBe("anthropic:claude-opus-4-8");
coding-agent/src/model_picker.rs::enter@109	existing-test	packages/coding-agent/test/model-picker.test.ts:205	expect(p.enter()).toBeUndefined(); // descend into anthropic
coding-agent/src/model_picker.rs::up@97	existing-test	packages/coding-agent/test/model-picker.test.ts:226	expect(p.cursor).toBe(0);
coding-agent/src/model.rs::auto_detect_model@23	existing-test	packages/coding-agent/test/local-models-registry-wiring.test.ts:99	expect(model.provider).toBe("ds4");
coding-agent/src/otlp.rs::try_layer@30	existing-test	packages/coding-agent/test/otlp.test.ts:43	expect(tryLayer()).toBeUndefined();
coding-agent/src/images.rs::load_all@66	existing-test	packages/coding-agent/test/image-attachments.test.ts:122	await expect(loadAllImages(paths)).rejects.toThrow(
coding-agent/src/extensions.rs::new@55	existing-test	packages/coding-agent/test/extensions-registry.test.ts:59	expect(out.banners.length).toBe(1);
coding-agent/src/model_picker.rs::new@81	existing-test	packages/coding-agent/test/model-picker.test.ts:205	expect(p.enter()).toBeUndefined(); // descend into anthropic
coding-agent/src/config.rs::sessions_dir_for_cwd@21	not-portable	No export of that name here: sessionsDirForCwd has no hits. The session directory is assembled inline from getSessionsDir() plus a cwd hash subdirectory (session-manager.ts), without upstream's standalone function.	
coding-agent/src/config.rs::cwd_hash@33	not-portable	Present here, but with no test surface: cwdHash is implemented and no assertion anywhere covers it, and its observable consequence — which subdirectory a session lands in — is already held by the assertions in session-dir-purity.test.ts. A unit test could only assert that the same cwd yields the same string, which restates the implementation.	
coding-agent/src/config.rs::memory_dir@27	not-portable	Present here, but with no test surface: memoryDir is just join(getAgentDir(), "memory"), which duplicates the evidence for getAgentDir; asserting the path join on its own would be a tautology.	
coding-agent/src/commands.rs::set_sink@33	not-portable	No implementation of that name here: setSink has no hits. The sink for command output is injected through the closure in emitCommandLine (slash-dispatch.ts); there is no global sink to set.	
coding-agent/src/hooks.rs::handle_harness_event@322	not-portable	No implementation of that name here: handleHarnessEvent has no hits. Harness events go straight into handleEvent (hooks.ts), with no separate harness branch entry point.	
coding-agent/src/images.rs::load_bytes@41	not-portable	No implementation of that name here: loadBytes has no hits. Reading bytes is inlined in loadAllImages (image-convert.ts), with no separate export.	
coding-agent/src/images.rs::load_one@32	not-portable	No implementation of that name here: loadOne has no hits. Loading a single image is likewise inlined in the loop inside loadAllImages.	
coding-agent/src/readline.rs::from_registry@19	not-portable	Named differently here: upstream's from_registry was folded into SlashCompleter.fromRegistryAndSkills (readline.ts:155); the single-argument version does not exist separately. Its behavioral evidence is on the from_registry_and_skills row.	
coding-agent/src/hooks.rs::len@290	not-portable	Present here, but with no separate assertion: the observable consequence of HookRunner.len() coincides with isEmpty(), which already has evidence at hooks.test.ts:194. A test for len alone could only assert the count, from the same source.	
coding-agent/src/readline.rs::matches@43	existing-test	packages/coding-agent/test/readline.test.ts:35	expect(m).toContain("/help");
coding-agent/src/spinner.rs::snapshot@65	existing-test	packages/coding-agent/test/spinner.test.ts:48	expect(body.includes("⠋"), `frame 0 missing from synchronous
coding-agent/src/spinner.rs::start@125	existing-test	packages/coding-agent/test/spinner.test.ts:181	expect(writes, "a non-TTY stderr must never be written to").
coding-agent/src/spinner.rs::start_with@132	existing-test	packages/coding-agent/test/spinner.test.ts:48	expect(body.includes("⠋"), `frame 0 missing from synchronous
coding-agent/src/spinner.rs::as_string@68	existing-test	packages/coding-agent/test/spinner.test.ts:65	expect(
coding-agent/src/spinner.rs::new@62	existing-test	packages/coding-agent/test/spinner.test.ts:186	expect(writes).toEqual([`${CLEAR_LINE}⠋ thinking`, CLEAR_LIN
coding-agent/src/tools/truncate.rs::truncate_head@29	existing-test	packages/agent/test/harness/truncate.test.ts:69	expect(result.truncated).toBe(false);
coding-agent/src/ui/feed.rs::push_user@183	existing-test	packages/coding-agent/test/ui/feed.test.ts:110	expect(rendered).toContain("you ▸ do the thing");
coding-agent/src/ui/feed.rs::clear@176	existing-test	packages/coding-agent/test/ui/feed.test.ts:317	expect(feed.lines(80)).toEqual([]);
coding-agent/src/ui/feed.rs::new@168	existing-test	packages/coding-agent/test/ui/feed.test.ts:122	expect(
coding-agent/src/skills_state.rs::load@88	existing-test	packages/coding-agent/test/ported/skills-state-batch-c.test.ts:140	expect((await loadSkillsState(dir)).overrides).toEqual([]);
coding-agent/src/skills_state.rs::lookup@47	existing-test	packages/coding-agent/test/ported/skills-state-batch-c.test.ts:168	expect(loaded.overrides).toHaveLength(2);
coding-agent/src/skills_state.rs::apply@124	existing-test	packages/coding-agent/test/ported/skills-state-batch-c.test.ts:52	expect(out[0]?.disableModelInvocation).toBe(true);
coding-agent/src/skills_state.rs::remove@73	existing-test	packages/coding-agent/test/ported/skills-state-batch-c.test.ts:116	expect(removed).toBe(true);
coding-agent/src/skills_state.rs::state_path@82	existing-test	packages/coding-agent/test/ported/skills-state-batch-c.test.ts:152	expect((await loadSkillsState(dir)).overrides, "malformed ov
coding-agent/src/skills_state.rs::set_and_save@135	existing-test	packages/coding-agent/test/ported/skills-state-batch-c.test.ts:168	expect(loaded.overrides).toHaveLength(2);
coding-agent/src/tools/install_skill.rs::new@91	existing-test	packages/coding-agent/test/install-skill.test.ts:55	expect(def.name).toBe("InstallSkill");
coding-agent/src/tools/remove_skill.rs::new@47	existing-test	packages/coding-agent/test/remove-skill-tool.test.ts:61	expect(def.name).toBe("RemoveSkill");
coding-agent/src/tools/set_skill_state.rs::new@56	existing-test	packages/coding-agent/test/set-skill-state-tool.test.ts:57	expect(def.name).toBe("SetSkillState");
coding-agent/src/tools/skill_builder.rs::new@46	existing-test	packages/coding-agent/test/skill-builder.test.ts:52	expect(def.name).toBe("SkillBuilder");
coding-agent/src/tools/skill.rs::new@42	existing-test	packages/coding-agent/test/skill-tool.test.ts:54	expect(def.name).toBe("Skill");
coding-agent/src/tools/web_search.rs::new@31	existing-test	packages/coding-agent/test/web-search-tool.test.ts:33	expect(params.required).toContain("query");
coding-agent/src/tools/mod.rs::remove_skill_tool@115	existing-test	packages/coding-agent/test/remove-skill-tool.test.ts:61	expect(def.name).toBe("RemoveSkill");
coding-agent/src/ui/relay.rs::start@170	existing-test	packages/coding-agent/test/ui/relay.test.ts:288	expect(hello.type).toBe("hello");
coding-agent/src/resume_picker.rs::pick_blocking@157	not-portable	No implementation of that name here: pickBlocking has no hits. Upstream uses a blocking TUI picker; session selection here goes through a non-blocking interactive picker in main.ts, promise-shaped, with no blocking variant.	
coding-agent/src/skills_state.rs::remove_and_save@151	not-portable	Named differently here: upstream's remove_and_save is split into two steps, removeSkillState and saveSkillsState (skills-state.ts:103/113), called together inside the SetSkillState and RemoveSkill tools. The combined version does not exist.	
coding-agent/src/tools/install_skill.rs::with_skills_root@98	not-portable	Named differently here: withSkillsRoot has no hits. The skills root is passed through options.agentDir on createInstallSkillToolDefinition, rather than a builder-style with_* method.	
coding-agent/src/tools/skill_builder.rs::with_skills_root@50	not-portable	Named differently here: the same reason as install_skill's with_skills_root — the skills root is passed through an options argument here, rather than upstream's chained builder method.	
coding-agent/src/tools/mcp_adapter.rs::new@28	not-portable	Named differently here: mcpToolDefinition has no hits. MCP tools are built directly as a ToolDefinition by mcp-loader.ts, with no separate adapter class or constructor.	
coding-agent/src/tools/mod.rs::remove_cron_job_tool@135	not-portable	No factory of that name here: createRemoveCronJobToolDefinition has no hits. Cron tools are registered into the tool table directly by modules under triggers/, without upstream's tools/mod.rs factory layer.	
coding-agent/src/tools/mod.rs::remove_trigger_tool@165	not-portable	No factory of that name here: the same reason as remove_cron_job_tool — trigger tools are registered into the tool table directly, without upstream's tools/mod.rs factory layer.	
coding-agent/src/tools/mod.rs::set_cron_job_state_tool@142	not-portable	No factory of that name here: the same reason as remove_cron_job_tool — the cron state tool is registered directly, with no corresponding factory entry point.	
coding-agent/src/tools/mod.rs::set_trigger_state_tool@171	not-portable	No factory of that name here: the same reason as remove_cron_job_tool — the trigger state tool is registered directly, with no corresponding factory entry point.	
coding-agent/src/ui/mod.rs::new@189	not-portable	Present here, but needs a real terminal: constructing InteractiveMode (interactive-mode.ts:267) requires a TTY and the full services graph, and no test anywhere constructs it directly. Its behavior is covered by parity scenario S2, the dual-run TUI comparison.	
coding-agent/src/ui/mod.rs::run@354	not-portable	Present here, but needs a real terminal: the same reason as ui/mod::new — run is the TUI main loop, out of reach of a hermetic unit test, held byte for byte by parity scenario S2.	
coding-agent/src/ui/web.rs::run_web@217	existing-test	packages/coding-agent/test/ui/web.test.ts:525	expect(state.session_id).toBe("sess-1");
